score,at,content,label,processing_result
1,7/14/2022 6:06,Sumpah dispam WA dan telepon padahal udh kuliah.. Ganggu bangetðŸ‘Ž mana dulu udh berlangganan tapi ga keterima utbk,0,"['sumpah', 'dispam', 'wa', 'telepon', 'udh', 'kuliah', 'ganggu', 'banget', 'udh', 'langgan', 'ga', 'terima', 'utbk']"
5,5/13/2022 6:48,"Aplikasi yang cocok untuk belajar,soalnya lengkap dan mudah dipahami",2,"['aplikasi', 'cocok', 'ajar', 'lengkap', 'mudah', 'paham']"
1,4/8/2022 2:39,"Please banget untuk zenius, sering update kenapa jadi lemot banget untuk masuk ke home page. Aduh padahal mau cepet cepet belajar, untuk yg lain aman tapi buka zenius malah gak bisa",0,"['please', 'banget', 'zenius', 'update', 'lot', 'banget', 'masuk', 'home', 'page', 'aduh', 'cepet', 'cepet', 'ajar', 'yg', 'aman', 'buka', 'zenius', 'gak']"
5,3/27/2022 2:12,terimakasih banyak zenius,2,"['terimakasih', 'zenius']"
1,2/8/2022 8:46,"Ngerasa terganggu privasi saya. Di telfon terus sama nomor asing, WA di spam padahal WA bukan untuk go public, risih banget yang mengatas namakan zenius. Nyesel saya pake zenius.",0,"['ngerasa', 'ganggu', 'privasi', 'telfon', 'nomor', 'asing', 'wa', 'spam', 'wa', 'go', 'public', 'risih', 'banget', 'atas', 'nama', 'zenius', 'nyesel', 'pake', 'zenius']"
4,2/24/2022 8:38,bagus sih cuma kadang pembahasan ga langsung inti belat belit dulu baru inti,1,"['bagus', 'sih', 'kadang', 'bahas', 'ga', 'langsung', 'inti', 'belat', 'belit', 'inti']"
5,3/3/2022 13:50,Zenius tolong buat aplikasinya lebih lancar dong biar belajarnya bisa sat set sat set gitu mau pencet materi ini materi itu. Padahal bagus banget penjelasannya. Tampilannya itu lho kadang kadang lambat pas ditekan/dipencet dan muter2 loading lama banget padahal koneksi internet udah bagus.,0,"['zenius', 'tolong', 'aplikasi', 'lancar', 'biar', 'ajar', 'sat', 'set', 'sat', 'set', 'gitu', 'pencet', 'materi', 'materi', 'bagus', 'banget', 'jelas', 'tampil', 'lho', 'kadang', 'kadang', 'lambat', 'pas', 'tekan', 'pencet', 'muter', 'loading', 'lama', 'banget', 'koneksi', 'internet', 'udah', 'bagus']"
1,4/7/2022 6:43,Videonya lelet lodingnya,0,"['video', 'lelet', 'lodingnya']"
5,6/1/2022 18:54,"not bad, i like this apk!",2,"['not', 'bad', 'i', 'like', 'this', 'apk']"
5,2/8/2022 2:52,Apk nya bermanfaat bngt buat bljr,2,"['apk', 'nya', 'manfaat', 'bngt', 'bljr']"
5,3/11/2022 3:59,"Makasih zenius bagus banget aplikasi ny Saran buat tim zenius adain fitur mata pelajaran baru donk, kaya IPS, ppkn. Yaaa....ðŸ˜Š makasih banyak buat zenius",2,"['makasih', 'zenius', 'bagus', 'banget', 'aplikasi', 'ny', 'saran', 'tim', 'zenius', 'adain', 'fitur', 'mata', 'ajar', 'donk', 'kaya', 'ips', 'ppkn', 'yaaa', 'makasih', 'zenius']"
5,1/9/2023 1:26,"Dulu, saya menghabiskan 3 sampai 4 jam sehari untuk main game. tapi sekarang kalo ada waktu luang saya lebih suka ngepush Zencore. Berasa main game, tapi ini lebih produktif. Thanks zenius sdh membuat fitur Zencore ðŸ‘‹",2,"['habis', 'jam', 'hari', 'main', 'game', 'kalo', 'ada', 'luang', 'suka', 'ngepush', 'zencore', 'asa', 'main', 'game', 'produktif', 'thanks', 'zenius', 'sdh', 'fitur', 'zencore']"
5,3/13/2022 22:35,Dengan zenius kita bisa belajar kapan saja dan di mana saja,2,"['zenius', 'ajar']"
1,3/11/2022 10:27,"Aplikasinya parah, banyak ngelagnya sya pake gak bs quick polling parah bikin emosi aja, loadingnya lama banget, kadang apps nya error",0,"['aplikasi', 'parah', 'ngelagnya', 'sya', 'pake', 'gak', 'bs', 'quick', 'polling', 'parah', 'bikin', 'emosi', 'aja', 'loadingnya', 'lama', 'banget', 'kadang', 'apps', 'nya', 'error']"
3,3/20/2020 15:27,Gw suka zenius karena materinya membuat mudah mengerti tapi kenapa sekarang sering bgt harus update?,1,"['gw', 'suka', 'zenius', 'materi', 'mudah', 'erti', 'bgt', 'update']"
2,9/2/2022 6:27,Tolong error kak,0,"['tolong', 'error', 'kak']"
5,4/9/2022 4:45,"Terimakasih untuk developer nya, aplikasinya sangat membantu.",2,"['terimakasih', 'developer', 'nya', 'aplikasi', 'bantu']"
1,6/10/2022 1:17,"Akses web lambat banget padahal WiFi kenceng, nonton YouTube sama Netflix juga lancar... Ga enak buat orang yang suka belajar pake PC",0,"['akses', 'web', 'lambat', 'banget', 'wifi', 'kenceng', 'nonton', 'youtube', 'netflix', 'lancar', 'ga', 'enak', 'orang', 'suka', 'ajar', 'pake', 'pc']"
3,3/13/2020 9:30,"Suka sama zenius, tapi dicoba dulu pembahasan nya pake tulisan juga, kalo pake video terus yg denger juga bosen",1,"['suka', 'zenius', 'coba', 'bahas', 'nya', 'pake', 'tulis', 'kalo', 'pake', 'video', 'yg', 'denger', 'bosen']"
1,7/26/2022 14:51,Daftar aja susah anjing ngebug asu,0,"['daftar', 'aja', 'susah', 'anjing', 'ngebug', 'asu']"
4,7/18/2022 14:24,Gua gak tau ini bug atau memang sistemnya. Jadi gua mau ngulang pelajaran pada kelas sebelumya yang kurang gua pahami. Jadi gua ganti kelas. Tapi muncul cuma satu bab doang. Bab yang lainnya gak muncul. Masa udah langganan masih di beri batasan? Tolong di tangani secepatnya,0,"['gua', 'gak', 'tau', 'bug', 'sistem', 'gua', 'ngulang', 'ajar', 'kelas', 'sebelumya', 'kurang', 'gua', 'paham', 'gua', 'ganti', 'kelas', 'muncul', 'bab', 'doang', 'bab', 'gak', 'muncul', 'udah', 'langgan', 'batas', 'tolong', 'tangan', 'cepat']"
4,2/1/2023 2:46,"Aplikasi nya Bgus, tapi kadang-kadang eror",1,"['aplikasi', 'nya', 'bgus', 'kadang', 'kadang', 'eror']"
5,2/24/2022 21:57,"Suka sekali, because banyak fitur gratis yg bisa di akses walaupun tidak berlangganan, terima kasih zenius. Semoga semakin banyak pengguna nya, Aamiin.",2,"['suka', 'because', 'fitur', 'gratis', 'yg', 'akses', 'tidak', 'langgan', 'terima', 'kasih', 'zenius', 'moga', 'guna', 'nya', 'aamiin']"
1,11/17/2022 3:40,"Apk ngelag meresahkan,, kagak bisa tryout karna apk ini",0,"['apk', 'ngelag', 'resah', 'kagak', 'tryout', 'karna', 'apk']"
3,10/13/2022 13:15,"Saya sudh update aplikasi tapi aplikasi tetap tidak bisa dibuka karena tertulis bahwa aplikasinya perlu di update, padahal sy sudah update",0,"['sudh', 'update', 'aplikasi', 'aplikasi', 'tidak', 'buka', 'tulis', 'aplikasi', 'update', 'sy', 'update']"
3,11/22/2021 11:09,"Bagus durasinya juga ga terlalu lama jadi ga bikin ngantuk, tapi tolong dong dibenerin lagi untuk kualitas vidionya, sinyal saya bagus tapi kok kalo loading vidio zenius lama banget. Ini kenapa ya? Tolong diperbaiki.",1,"['bagus', 'durasi', 'ga', 'lama', 'ga', 'bikin', 'ngantuk', 'tolong', 'dibenerin', 'kualitas', 'vidionya', 'sinyal', 'bagus', 'kalo', 'loading', 'vidio', 'zenius', 'lama', 'banget', 'ya', 'tolong', 'baik']"
4,8/16/2022 6:17,"Kenapa ada video yang harus berbayar sekarang? , jadi susah mau belajar nya mesti top up dulu ðŸ˜ž , tolong perbaiki ya",0,"['ada', 'video', 'bayar', 'susah', 'ajar', 'nya', 'mesti', 'top', 'up', 'tolong', 'baik', 'ya']"
1,3/8/2022 9:30,Halo kenapa nomor saya jadi banyak di spam ya padahal baru daftar saya ga suka di spam begitu baru aja begini karena daftar zenius,0,"['halo', 'nomor', 'spam', 'ya', 'daftar', 'ga', 'suka', 'spam', 'aja', 'daftar', 'zenius']"
5,3/19/2022 3:40,Bagus aplikasinya,2,"['bagus', 'aplikasi']"
5,5/9/2022 0:58,Trimakasih ðŸ™ Aplikasi yg sangat membantu ðŸ˜ŠðŸ¤©,2,"['trimakasih', 'aplikasi', 'yg', 'bantu']"
5,3/11/2022 6:49,kece,2,['kece']
5,9/3/2022 5:20,Terimakasih telah memberikan pengalaman belajar yang baik,2,"['terimakasih', 'alam', 'ajar']"
5,2/25/2022 4:07,"Aplikasi ini bagus banget tau, bisa menambah pengetahuan dan ilmu kita.",2,"['aplikasi', 'bagus', 'banget', 'tau', 'tambah', 'tahu', 'ilmu']"
1,5/20/2022 6:42,"Sangat menyesal setelah membeli premium.Untuk latihan soalnya bagi kelas 7-9 tidak ada,lantas harus bagaimana saya untuk mengerjakan soal latihan agar lebih mudah dalam mengerjakan soalÂ² ujian? Walaupun dalam hal pembelajaran cukup menarik,tapi dalam mengerjakan soal juga diperlukan latihan soal.",0,"['sesal', 'beli', 'premium', 'latih', 'kelas', 'tidak', 'ada', 'lantas', 'soal', 'latih', 'mudah', 'soal', 'uji', 'ajar', 'tarik', 'soal', 'latih', 'soal']"
1,2/17/2022 9:56,Spam Call,0,"['spam', 'call']"
1,3/3/2022 11:19,Apk ny lemot bnget pdhl jaringan ny bgus udh gitu bru download udah di suruh bayar,0,"['apk', 'ny', 'lot', 'bnget', 'pdhl', 'jaring', 'ny', 'bgus', 'udh', 'gitu', 'bru', 'download', 'udah', 'suruh', 'bayar']"
5,3/10/2022 11:40,Aplikasi yg sangat membantu terutama untuk guru. Dan untuk jenjangnya sudah sangat lengkap tapi khusus untuk SMK supaya lebih spesifik lagi untuk kompetensi/mapelnya dan materinya lebih diperbanyak lagi sesuai jenjang kelasnyaðŸ™ðŸ™ðŸ™,2,"['aplikasi', 'yg', 'bantu', 'guru', 'jenjang', 'lengkap', 'khusus', 'smk', 'spesifik', 'kompetensi', 'mapelnya', 'materi', 'banyak', 'sesuai', 'jenjang', 'kelas']"
5,5/9/2022 10:13,"BAGUS! Kalau ada kendala temen2 bisa lgsg dm ke IG zenius nanti bakalan di proses dg cepat. Kebetulan aku ada kendala video premium gabisa dibuka padahal aku sudah beli paket premium, dan Alhamdulillah cepet bgt udah selesainyaâ¤ï¸",2,"['bagus', 'ada', 'kendala', 'temen', 'lgsg', 'dm', 'ig', 'zenius', 'proses', 'dg', 'cepat', 'ada', 'kendala', 'video', 'premium', 'gabisa', 'buka', 'beli', 'paket', 'premium', 'alhamdulillah', 'cepet', 'bgt', 'udah', 'selesai']"
3,3/19/2020 22:32,"Aku suka zenius tapi ,aku kan kls 6 pas aku mau belajat ipa malah banyak keluar sma pelajarannya ,jadi aku gk bisa belajar terutama di bagian usbn,tryout ,dll ,sekian informasi dari saya,untuk zenius tolong di perbaiki ya ,makasih",1,"['suka', 'zenius', 'kls', 'pas', 'belajat', 'ipa', 'sma', 'ajar', 'gk', 'ajar', 'usbn', 'tryout', 'dll', 'sekian', 'informasi', 'zenius', 'tolong', 'baik', 'ya', 'makasih']"
5,8/12/2022 3:18,keren..penjelasan mudah di pahami,2,"['keren', 'jelas', 'mudah', 'paham']"
5,3/10/2022 12:37,Terimakasih.... ðŸ™ðŸ’•Aplikasi ini sangat membantu kami para pelajar ðŸ™ðŸ™ðŸ’•,2,"['terimakasih', 'aplikasi', 'bantu', 'ajar']"
1,7/19/2022 4:44,"first of all gue berterimakasih bgt materi & latsol lo ngebantu ngerjain utbk, â˜†5 for the app! but gue kasih â˜†1 karena cs lo ngeganggu bgt anjr, sehari ini gue itung udh telpon 4x nih spam telpon. promosi boleh kok tp jgn SPAM terus-menerus kyk debt collector. pls stopp itu menganggu bgt. tolong diperbaiki lg sistem pelayanannya yg promosi macem penagih hutang ini ya!",1,"['first', 'of', 'all', 'gue', 'berterimakasih', 'bgt', 'materi', 'latsol', 'lo', 'ngebantu', 'ngerjain', 'utbk', 'for', 'the', 'app', 'but', 'gue', 'kasih', 'cs', 'lo', 'ngeganggu', 'bgt', 'anjr', 'hari', 'gue', 'itung', 'udh', 'telpon', 'x', 'nih', 'spam', 'telpon', 'promosi', 'tp', 'jgn', 'spam', 'terus', 'kyk', 'debt', 'collector', 'pls', 'stopp', 'menganggu', 'bgt', 'tolong', 'baik', 'lg', 'sistem', 'layan', 'yg', 'promosi', 'macem', 'tagih', 'hutang', 'ya']"
3,5/5/2022 11:10,Kenapa saya tidak bisa membeli koin zenius?,0,"['tidak', 'beli', 'koin', 'zenius']"
1,2/1/2022 11:43,Zenius sekarang boros bgt kuota. Masa play 5-6 vidio bisa habis lebih dari 1 gb. Dulu hemat banget sekarang boroooos bgt. Hass sudaahlah...,0,"['zenius', 'boros', 'bgt', 'kuota', 'play', 'vidio', 'habis', 'gb', 'hemat', 'banget', 'boroooos', 'bgt', 'hass', 'sudaahlah']"
4,4/4/2022 14:38,"pembelajaran dan materi sangat membantu, tetapi bufferingnya sangat lama.",1,"['ajar', 'materi', 'bantu', 'bufferingnya', 'lama']"
3,3/31/2022 9:07,"Minusssnya, apk lemot bangt pdhl Wifi lancarr, terus deprak buat utbk soalnya kadang ada yang sama",0,"['minusssnya', 'apk', 'lot', 'bangt', 'pdhl', 'wifi', 'lancarr', 'deprak', 'utbk', 'kadang', 'ada']"
5,3/14/2022 12:21,"Tutornya asik banget, to the point juga",2,"['tutor', 'asik', 'banget', 'to', 'the', 'point']"
5,3/10/2022 11:58,"Zenius aplikasi pembelajaran sangat bagus dan sangat membantu,",2,"['zenius', 'aplikasi', 'ajar', 'bagus', 'bantu']"
3,12/30/2019 17:40,Bagus sangat membantu ...tapi untuk smk materi kurang lengkap,1,"['bagus', 'bantu', 'smk', 'materi', 'kurang', 'lengkap']"
3,5/12/2019 23:45,"Sebenernya tutor yang diajarin udah bagus. dijelasin dari dasar lalu ke inti pembelajaran. bagus bgt sebenernya. tapi latihan soal tolong banyak"" diperbaiki. banyak bgt soal yang gak ada pilihan gandanya, gak ada gambarnya, dan soal yang belum selesai/gak jelas. Tolong diperbaiki, ya. Saya kasih bintang 3 dulu deh karena banyak yg harus diperbaiki.",1,"['sebenernya', 'tutor', 'diajarin', 'udah', 'bagus', 'dijelasin', 'dasar', 'inti', 'ajar', 'bagus', 'bgt', 'sebenernya', 'latih', 'soal', 'tolong', 'baik', 'bgt', 'soal', 'gak', 'ada', 'pilih', 'ganda', 'gak', 'ada', 'gambar', 'soal', 'belum', 'selesai', 'gak', 'tolong', 'baik', 'ya', 'kasih', 'bintang', 'deh', 'yg', 'baik']"
1,4/17/2022 13:36,perlu bayar mulu,0,"['bayar', 'mulu']"
1,9/18/2022 14:17,Thanks gw jadi pinter sekarang,2,"['thanks', 'gw', 'pinter']"
5,3/19/2022 8:06,"The best lah appsnya...Terima kasih untuk pihak pengembang apps Zenius,Blessed to be a blessing to everyone in need through the work on the Zenius appðŸ˜‡ðŸ™",2,"['the', 'best', 'appsnya', 'terima', 'kasih', 'kembang', 'apps', 'zenius', 'blessed', 'to', 'be', 'a', 'blessing', 'to', 'everyone', 'in', 'need', 'through', 'the', 'work', 'on', 'the', 'zenius', 'app']"
1,8/13/2022 1:34,sangat memaksa mendownload ðŸ‘ŽðŸ»,0,"['paksa', 'mendownload']"
5,2/9/2022 2:22,"Seru banget belajar pake apps Zenius, cuman mau saran aja buat admin, bikin apps versi dekstop dong. Biasa nya kalo dari dekstop/PC pake nya web, dan ada beberapa fitur yang kurang lengkap disana, belum lagi harus log in berkaliÂ², soal nya kalo habis pake apps yang di HP data akun yang ada di web otomatis ke log out, jadi agak ribet aja sih........tapi over all untuk apps mobile nya dan tutor pengajar nya ðŸ‘ðŸ»ðŸ‘ŒðŸ» banget deeeh.........",1,"['seru', 'banget', 'ajar', 'pake', 'apps', 'zenius', 'cuman', 'saran', 'aja', 'admin', 'bikin', 'apps', 'versi', 'dekstop', 'nya', 'kalo', 'dekstop', 'pc', 'pake', 'nya', 'web', 'ada', 'fitur', 'kurang', 'lengkap', 'sana', 'belum', 'log', 'in', 'kali', 'soal', 'nya', 'kalo', 'habis', 'pake', 'apps', 'hp', 'data', 'akun', 'ada', 'web', 'otomatis', 'log', 'out', 'ribet', 'aja', 'sih', 'over', 'all', 'apps', 'mobile', 'nya', 'tutor', 'ajar', 'nya', 'banget', 'deeeh']"
4,5/4/2022 0:52,"Dari segi materi bagus. Aplikasi masih kurang (sebenernya ini lagi kesel aja si karena pas TO, udah pencet tapi ga kejawab terus sampe waktu habis)",1,"['segi', 'materi', 'bagus', 'aplikasi', 'kurang', 'sebenernya', 'kesel', 'aja', 'si', 'pas', 'to', 'udah', 'pencet', 'ga', 'jawab', 'sampe', 'habis']"
1,5/26/2022 23:51,Banyak videonya yg error,0,"['video', 'yg', 'error']"
2,8/27/2022 12:47,"Gak ada pelajaran matematika perkalian, pengurangan,sama pertambahan. Bahasa Inggris juga nggak ada untuk anak-anak kelas 3 SD nggak ngerti.sama sekali. Maaf ya ðŸ™â˜ºï¸",0,"['gak', 'ada', 'ajar', 'matematika', 'kali', 'kurang', 'tambah', 'bahasa', 'inggris', 'nggak', 'ada', 'anak', 'anak', 'kelas', 'sd', 'nggak', 'ngerti', 'maaf', 'ya']"
4,4/21/2022 0:07,"Nemu bug tiap kali mau buka video pembahasan soal UTBK, kayak langsung putih layarnya dan kembali ke menu pelajaran, mohon dibaikin",0,"['nemu', 'bug', 'kali', 'buka', 'video', 'bahas', 'soal', 'utbk', 'kayak', 'langsung', 'putih', 'layar', 'menu', 'ajar', 'mohon', 'dibaikin']"
4,4/6/2022 7:52,Lemot woi,0,"['lot', 'woi']"
5,9/6/2022 9:48,aplikasinya bagus,2,"['aplikasi', 'bagus']"
5,7/22/2022 6:57,sangat meningkatkan prestasi ðŸ‘Œ,2,"['tingkat', 'prestasi']"
5,6/21/2022 22:48,"mudah dimengerti, semoga harimu menyenangkan",2,"['mudah', 'erti', 'moga', 'hari', 'senang']"
4,2/1/2022 2:48,"Bagus. Tapi setiap videonya, ukuran besar sekali mencapai 50 MB-an, padahal durasinya hanya berapa",1,"['bagus', 'video', 'ukur', 'capai', 'mb', 'an', 'durasi']"
5,1/6/2023 11:16,Mantap Aplikasi belajar online gratis !!!!! Suka banget sama zenius,2,"['mantap', 'aplikasi', 'ajar', 'online', 'gratis', 'suka', 'banget', 'zenius']"
5,3/29/2022 6:46,"Saat ilmu pengetahuan menjadi barang langka seperti minyak goreng, semua harus dibayar mahal.... tapi terimakasih zenius, kau telah membuatku tambah sadar ternyata Ibu dan Bapak guruku di sekolah Mereka Tidak Ternilai Harganya. Terimakasih Guruku.",2,"['ilmu', 'tahu', 'barang', 'langka', 'minyak', 'goreng', 'bayar', 'mahal', 'terimakasih', 'zenius', 'kau', 'buat', 'sadar', 'guru', 'sekolah', 'tidak', 'nilai', 'harga', 'terimakasih', 'guru']"
5,12/19/2022 8:56,Sangat membantu,2,['bantu']
5,3/31/2022 2:11,"Saya senang sekali karena ada zenius, bisa belajar, melihat video pelajaran, melihat live class, dan kuis Pelajaran juga ada. Terimakasih zenius",2,"['senang', 'ada', 'zenius', 'ajar', 'video', 'ajar', 'live', 'class', 'kuis', 'ajar', 'ada', 'terimakasih', 'zenius']"
5,5/15/2022 15:22,"Sangat membantu dan recomend buat yang mau blajar matematika, IPA dan dll materi mudah di fahami semoga membantu ðŸ¥°ðŸ¥°ðŸ¥°",2,"['bantu', 'recomend', 'blajar', 'matematika', 'ipa', 'dll', 'materi', 'mudah', 'fahami', 'moga', 'bantu']"
3,7/15/2020 5:51,"Video penjelasannya udah bagus, dapat mudah dipahami. Tapi sayang pas aku buka kls 9 materi IPA ttng atom selalu terjadi kesalahan dan di materi ttng sistem reproduksi manusia selalu muncul tidak ada video, mohon penerangan nya??????",1,"['video', 'jelas', 'udah', 'bagus', 'mudah', 'paham', 'sayang', 'pas', 'buka', 'kls', 'materi', 'ipa', 'ttng', 'atom', 'salah', 'materi', 'ttng', 'sistem', 'reproduksi', 'manusia', 'muncul', 'tidak', 'ada', 'video', 'mohon', 'terang', 'nya']"
5,3/11/2022 15:16,Terimakasih zenius berkat zenius saya bisa belajar MTK dengan mudah dan cepat mengerti,2,"['terimakasih', 'zenius', 'berkat', 'zenius', 'ajar', 'mtk', 'mudah', 'cepat', 'erti']"
1,4/23/2022 14:48,"Sering lemot videonya, gk ngerti harus sekencang apa internetnya supaya bisa nonton video lancar. Videonya bagus-bagus, gampang dimengerti, santai juga tutor ngajarnya. Paling cuma masalah teknis. Tapi soal kualitas server, bikin ngelag, parah banget. Internet saya lancar akses apapun kecuali akses zenius.",1,"['lot', 'video', 'gk', 'ngerti', 'kencang', 'internetnya', 'nonton', 'video', 'lancar', 'video', 'bagus', 'bagus', 'gampang', 'erti', 'santai', 'tutor', 'ngajarnya', 'teknis', 'soal', 'kualitas', 'server', 'bikin', 'ngelag', 'parah', 'banget', 'internet', 'lancar', 'akses', 'apa', 'kecuali', 'akses', 'zenius']"
4,10/28/2022 8:12,"Suka banget sama materi yang ada di zenius, mudah dipahami dan tutor nya juga asik cara ngejelasinnya. Tp ada kendala ketika saya mengunduh video zenius untuk ditonton secara offline, tapi video nya malah gabisa diputar. Tolong segera diperbaiki ðŸ™",1,"['suka', 'banget', 'materi', 'ada', 'zenius', 'mudah', 'paham', 'tutor', 'nya', 'asik', 'ngejelasinnya', 'tp', 'ada', 'kendala', 'unduh', 'video', 'zenius', 'tonton', 'offline', 'video', 'nya', 'gabisa', 'putar', 'tolong', 'baik']"
5,11/28/2022 12:49,Bagus banget sangat membantu dalam banyak kegiatan belajar,2,"['bagus', 'banget', 'bantu', 'giat', 'ajar']"
1,11/17/2022 3:44,Tolol.kenapa eror padahal gue mau jawab soal tapi mengapa kluar sendiri.kita mau belajar tapi aplikasinya tdk mendukung,0,"['tolol', 'eror', 'gue', 'jawab', 'soal', 'kluar', 'ajar', 'aplikasi', 'tdk', 'dukung']"
3,6/14/2022 15:53,Setiap mau mundurin time bar kenapa makan kuota gede?,0,"['mundurin', 'time', 'bar', 'makan', 'kuota', 'gede']"
1,11/29/2022 6:15,"UDAH BAYAR TAPI MASIH BELUM PREMIMUM, UDAH PROTES BERKALI KALI, KIRIM EMAIL, DM INSTAGRAM TETEP AJA GA DITANGIN ðŸ˜’ðŸ˜’",0,"['udah', 'bayar', 'belum', 'premimum', 'udah', 'protes', 'kali', 'kali', 'kirim', 'email', 'dm', 'instagram', 'tetep', 'aja', 'ga', 'ditangin']"
3,3/1/2023 2:46,Untuk aplikasi ini memang cukup membantu tapi materi pelajaran nya kurang lengkap semoga bisa diperbaiki lagi terima kasih,1,"['aplikasi', 'bantu', 'materi', 'ajar', 'nya', 'kurang', 'lengkap', 'moga', 'baik', 'terima', 'kasih']"
5,7/14/2022 13:30,Terimakasih Zenius semenjak Saya menggunakan zenius saya semakin giat belajar dan orang tua pun suka ngeliat saya belajar terimakasih ya zenius sudah membuat saya betah belajar â¤ðŸ’žâ¤ðŸ’žðŸ˜ðŸ˜˜,2,"['terimakasih', 'zenius', 'semenjak', 'zenius', 'giat', 'ajar', 'orang', 'tua', 'suka', 'ngeliat', 'ajar', 'terimakasih', 'ya', 'zenius', 'betah', 'ajar']"
3,4/4/2022 21:14,"please balikin zenius yang dulu:( yang sekarang ini sering ng bug, juga kurang suka sama fitur sekarang. fitur yang sekarang kalo jawab soal di beberapa soal gada vidio pembahasannya, padahal menurut aku vidio pembahasan untuk jawaban itu berguna banget",0,"['please', 'balikin', 'zenius', 'ng', 'bug', 'kurang', 'suka', 'fitur', 'fitur', 'kalo', 'jawab', 'soal', 'soal', 'gada', 'vidio', 'bahas', 'vidio', 'bahas', 'jawab', 'guna', 'banget']"
5,6/20/2022 16:53,"Terima kasih aplikasi ini sangat bermanfaat, dan mudah dimengerti pelajaranya, semoga sukses terus zeniusðŸ“¿",2,"['terima', 'kasih', 'aplikasi', 'manfaat', 'mudah', 'erti', 'pelajaranya', 'moga', 'sukses', 'zenius']"
5,2/6/2022 12:50,It always help me when i do my homework.,2,"['it', 'always', 'help', 'me', 'when', 'i', 'do', 'my', 'homework']"
